keys,0
"(0, 0, 0, 0)",0.0
"(0, 0, 0, 1)",0.0
"(0, 0, 0, 2)",0.0
"(0, 0, 0, 3)",0.0
"(0, 0, 0, 4)",0.0
"(0, 0, 0, 5)",0.0
"(0, 0, 0, 6)",0.0
"(0, 0, 1, 0)",6.199071816820636
"(0, 0, 1, 1)",4.485354162559317
"(0, 0, 1, 2)",2.4403450285959285
"(0, 0, 1, 3)",0.0
"(0, 0, 1, 4)",0.0
"(0, 0, 1, 5)",0.0
"(0, 0, 1, 6)",0.0
"(0, 0, 2, 0)",4.314588310857312
"(0, 0, 2, 1)",1.3694700571918557
"(0, 0, 2, 2)",-1.749654971404072
"(0, 0, 2, 3)",0.0
"(0, 0, 2, 4)",0.0
"(0, 0, 2, 5)",0.0
"(0, 0, 2, 6)",0.0
"(0, 0, 3, 0)",-0.27022255421221675
"(0, 0, 3, 1)",-3.4993099428081447
"(0, 0, 3, 2)",-6.749654971404073
"(0, 0, 3, 3)",0.0
"(0, 0, 3, 4)",0.0
"(0, 0, 3, 5)",0.0
"(0, 0, 3, 6)",0.0
"(0, 1, 0, 0)",2.0199569719069377
"(0, 1, 0, 1)",1.1746711237150307
"(0, 1, 0, 2)",0.47773846374989565
"(0, 1, 0, 3)",0.0
"(0, 1, 0, 4)",0.0
"(0, 1, 0, 5)",0.0
"(0, 1, 0, 6)",0.0
"(0, 1, 1, 0)",10.64382447396651
"(0, 1, 1, 1)",8.715949026628953
"(0, 1, 1, 2)",6.453952753819104
"(0, 1, 1, 3)",3.651567816959999
"(0, 1, 1, 4)",2.5705468799999998
"(0, 1, 1, 5)",1.3586399999999998
"(0, 1, 1, 6)",0.0
"(0, 1, 2, 0)",12.655890020651748
"(0, 1, 2, 1)",9.037259132820013
"(0, 1, 2, 2)",4.982043127878298
"(0, 1, 2, 3)",0.5114113830400013
"(0, 1, 2, 4)",-1.2610399999999986
"(0, 1, 2, 5)",-3.1013599999999992
"(0, 1, 2, 6)",0.0
"(0, 1, 3, 0)",9.833658089512708
"(0, 1, 3, 1)",5.265715346852281
"(0, 1, 3, 2)",0.5237252768989118
"(0, 1, 3, 3)",-4.310378559999998
"(0, 1, 3, 4)",-6.202719999999999
"(0, 1, 3, 5)",-8.10136
"(0, 1, 3, 6)",0.0
"(1, 0, 0, 0)",0.0
"(1, 0, 0, 1)",0.0
"(1, 0, 0, 2)",0.0
"(1, 0, 0, 3)",0.0
"(1, 0, 0, 4)",0.0
"(1, 0, 0, 5)",0.0
"(1, 0, 0, 6)",0.0
"(1, 0, 1, 0)",4.366558505926603
"(1, 0, 1, 1)",3.3382589664823996
"(1, 0, 1, 2)",1.9296294603944504
"(1, 0, 1, 3)",0.0
"(1, 0, 1, 4)",0.0
"(1, 0, 1, 5)",0.0
"(1, 0, 1, 6)",0.0
"(1, 0, 2, 0)",5.648218393520597
"(1, 0, 2, 1)",3.859258920788901
"(1, 0, 2, 2)",1.9296294603944504
"(1, 0, 2, 3)",0.0
"(1, 0, 2, 4)",0.0
"(1, 0, 2, 5)",0.0
"(1, 0, 2, 6)",0.0
"(1, 0, 3, 0)",5.788888381183352
"(1, 0, 3, 1)",3.859258920788901
"(1, 0, 3, 2)",1.9296294603944504
"(1, 0, 3, 3)",0.0
"(1, 0, 3, 4)",0.0
"(1, 0, 3, 5)",0.0
"(1, 0, 3, 6)",0.0
"(1, 1, 0, 0)",4.353866036432466
"(1, 1, 0, 1)",2.720476438267924
"(1, 1, 0, 2)",1.231118870585803
"(1, 1, 0, 3)",0.0
"(1, 1, 0, 4)",0.0
"(1, 1, 0, 5)",0.0
"(1, 1, 0, 6)",0.0
"(1, 1, 1, 0)",15.149771469740683
"(1, 1, 1, 1)",12.404289787477865
"(1, 1, 1, 2)",9.491715614976915
"(1, 1, 1, 3)",5.643790560000001
"(1, 1, 1, 4)",4.121208000000001
"(1, 1, 1, 5)",2.2644
"(1, 1, 1, 6)",0.0
"(1, 1, 2, 0)",21.44490059556965
"(1, 1, 2, 1)",17.35116216373185
"(1, 1, 2, 2)",12.458284722596362
"(1, 1, 2, 3)",6.71983344
"(1, 1, 2, 4)",4.5288
"(1, 1, 2, 5)",2.2644
"(1, 1, 2, 6)",0.0
"(1, 1, 3, 0)",23.08777021753256
"(1, 1, 3, 1)",17.810178764274493
"(1, 1, 3, 2)",12.238025198786824
"(1, 1, 3, 3)",6.793200000000001
"(1, 1, 3, 4)",4.5288
"(1, 1, 3, 5)",2.2644
"(1, 1, 3, 6)",0.0
"(2, 0, 0, 0)",0.0
"(2, 0, 0, 1)",0.0
"(2, 0, 0, 2)",0.0
"(2, 0, 0, 3)",0.0
"(2, 0, 0, 4)",0.0
"(2, 0, 0, 5)",0.0
"(2, 0, 0, 6)",0.0
"(2, 0, 1, 0)",4.455578653153218
"(2, 0, 1, 1)",3.1365359701829867
"(2, 0, 1, 2)",1.6577885677499928
"(2, 0, 1, 3)",0.0
"(2, 0, 1, 4)",0.0
"(2, 0, 1, 5)",0.0
"(2, 0, 1, 6)",0.0
"(2, 0, 2, 0)",1.405367817395743
"(2, 0, 2, 1)",-0.6627428645000142
"(2, 0, 2, 2)",-2.802211432250007
"(2, 0, 2, 3)",0.0
"(2, 0, 2, 4)",0.0
"(2, 0, 2, 5)",0.0
"(2, 0, 2, 6)",0.0
"(2, 0, 3, 0)",-3.4129328567500234
"(2, 0, 3, 1)",-5.604422864500016
"(2, 0, 3, 2)",-7.802211432250008
"(2, 0, 3, 3)",0.0
"(2, 0, 3, 4)",0.0
"(2, 0, 3, 5)",0.0
"(2, 0, 3, 6)",0.0
"(2, 1, 0, 0)",1.59159984224953
"(2, 1, 0, 1)",0.9319090478968607
"(2, 1, 0, 2)",0.38924414364180254
"(2, 1, 0, 3)",0.0
"(2, 1, 0, 4)",0.0
"(2, 1, 0, 5)",0.0
"(2, 1, 0, 6)",0.0
"(2, 1, 1, 0)",8.1621722728364
"(2, 1, 1, 1)",6.501250156110248
"(2, 1, 1, 2)",4.647055975668265
"(2, 1, 1, 3)",2.52633129984
"(2, 1, 1, 4)",1.7463052799999998
"(2, 1, 1, 5)",0.9057600000000001
"(2, 1, 1, 6)",0.0
"(2, 1, 2, 0)",7.683184577993698
"(2, 1, 2, 1)",4.878683564593442
"(2, 1, 2, 2)",1.885841861166855
"(2, 1, 2, 3)",-1.2833092198399987
"(2, 1, 2, 4)",-2.494399999999999
"(2, 1, 2, 5)",-3.7342399999999993
"(2, 1, 2, 6)",0.0
"(2, 1, 3, 0)",3.5659051088309592
"(2, 1, 3, 1)",0.34672000394091484
"(2, 1, 3, 2)",-2.9190046431448007
"(2, 1, 3, 3)",-6.2045862399999985
"(2, 1, 3, 4)",-7.46848
"(2, 1, 3, 5)",-8.73424
"(2, 1, 3, 6)",0.0
